1636738307441401100,379,265,143,193
1636738307441401100,257,76,41,34
1636738307441401100,328,76,33,36
1636738307550772200,378,267,145,190
1636738307550772200,257,76,42,35
1636738307550772200,327,75,34,37
1636738307660144300,379,266,143,191
1636738307660144300,257,76,41,35
1636738307660144300,328,75,33,37
1636738307769516300,379,265,144,192
1636738307769516300,257,76,42,35
1636738307769516300,319,75,43,37
1636738307878887800,379,265,143,193
1636738307878887800,257,76,43,35
1636738307878887800,314,75,49,37
1636738307988257800,381,264,138,196
1636738307988257800,257,76,43,35
1636738307988257800,324,76,39,36
1636738308097627100,379,265,144,192
1636738308097627100,257,76,43,35
1636738308097627100,326,76,36,36
1636738308097627100,4,96,31,143
1636738308207000600,379,266,144,192
1636738308207000600,257,76,43,35
1636738308207000600,310,75,53,37
1636738308207000600,7,102,34,140
1636738308316371000,380,264,140,195
1636738308316371000,257,76,43,35
1636738308316371000,312,75,51,37
1636738308425743000,379,264,144,193
1636738308425743000,257,76,43,35
1636738308425743000,312,76,51,36
1636738308535112900,379,264,144,193
1636738308535112900,257,76,43,35
1636738308535112900,329,75,33,37
1636738308660110000,379,263,141,195
1636738308660110000,257,76,43,35
1636738308660110000,328,75,34,37
1636738308769481100,378,265,142,195
1636738308769481100,256,75,44,35
1636738308769481100,330,76,32,36
1636738308878851300,379,265,141,196
1636738308878851300,256,75,43,35
1636738308878851300,330,77,32,34
1636738308878851300,6,102,38,157
1636738308988224100,377,262,145,197
1636738308988224100,7,101,38,156
1636738308988224100,256,75,43,35
1636738308988224100,329,76,31,35
1636738309097596200,377,262,145,196
1636738309097596200,7,101,39,159
1636738309097596200,325,76,35,36
1636738309097596200,256,75,43,35
1636738309206967400,379,264,141,196
1636738309206967400,8,102,37,166
1636738309206967400,324,76,35,35
1636738309206967400,256,75,43,35
1636738309316340300,380,265,139,195
1636738309316340300,9,105,35,168
1636738309316340300,327,76,32,35
1636738309316340300,256,75,43,35
1636738309425711000,380,267,139,193
1636738309425711000,8,107,39,169
1636738309425711000,326,76,33,35
1636738309425711000,256,75,43,35
1636738309535082900,380,268,140,193
1636738309535082900,6,103,42,169
1636738309535082900,328,75,33,36
1636738309535082900,256,75,43,35
1636738309644451200,379,273,142,187
1636738309644451200,6,104,50,177
1636738309644451200,329,75,32,36
1636738309644451200,256,75,43,35
1636738309753824500,6,107,48,188
1636738309753824500,384,267,136,193
1636738309753824500,328,75,33,36
1636738309753824500,256,75,43,35
1636738309863195400,7,108,52,195
1636738309863195400,386,270,135,189
1636738309863195400,328,74,33,38
1636738309863195400,257,75,42,35
1636738309972567400,381,270,141,190
1636738309972567400,12,112,51,189
1636738309972567400,257,75,42,35
1636738309972567400,325,75,35,37
1636738310081937500,384,270,137,192
1636738310081937500,11,109,52,194
1636738310081937500,330,74,31,38
1636738310081937500,257,76,42,34
1636738310191307600,380,270,141,191
1636738310191307600,4,101,54,199
1636738310191307600,257,75,42,35
1636738310191307600,329,75,32,37
1636738310191307600,0,93,76,369
1636738310300681000,379,270,142,192
1636738310300681000,5,104,55,196
1636738310300681000,327,75,34,37
1636738310300681000,257,76,42,34
1636738310300681000,1,94,76,372
1636738310410052100,380,269,141,193
1636738310410052100,4,96,56,207
1636738310410052100,4,102,72,352
1636738310410052100,326,76,35,36
1636738310410052100,257,76,42,34
1636738310519423700,379,270,142,192
1636738310519423700,4,99,56,215
1636738310519423700,324,75,36,37
1636738310519423700,257,75,42,35
1636738310519423700,1,88,76,377
1636738310628796300,379,271,142,191
1636738310628796300,6,99,58,259
1636738310628796300,324,76,36,36
1636738310628796300,257,76,42,34
1636738310738167900,379,271,142,191
1636738310738167900,6,102,70,253
1636738310738167900,324,76,36,36
1636738310738167900,257,76,42,34
1636738310847535300,377,272,145,189
1636738310847535300,5,95,80,361
1636738310847535300,322,77,38,35
1636738310847535300,256,78,40,32
1636738310847535300,10,98,54,194
1636738310956910500,379,272,143,188
1636738310956910500,322,77,38,35
1636738310956910500,4,99,83,362
1636738310956910500,256,78,40,32
1636738310956910500,11,99,61,188
1636738311066278300,377,271,148,188
1636738311066278300,14,103,77,285
1636738311066278300,320,76,40,37
1636738311066278300,256,78,40,32
1636738311175652000,377,274,148,185
1636738311175652000,13,109,78,288
1636738311175652000,320,77,39,36
1636738311175652000,255,78,47,32
1636738311285020800,377,276,146,183
1636738311285020800,14,113,79,281
1636738311285020800,321,76,39,37
1636738311285020800,255,78,47,33
1636738311394394500,382,272,140,189
1636738311394394500,19,142,77,283
1636738311394394500,321,77,38,35
1636738311394394500,255,79,47,31
1636738311503766100,381,271,143,188
1636738311503766100,15,118,85,320
1636738311503766100,255,79,47,32
1636738311613134700,378,271,149,187
1636738311613134700,19,120,95,300
1636738311613134700,255,78,47,33
1636738311722507900,380,269,150,190
1636738311722507900,19,123,115,294
1636738311722507900,255,78,47,33
1636738311722507900,12,100,24,106
1636738311722507900,22,121,78,192
1636738311831880700,386,268,142,195
1636738311831880700,27,148,113,281
1636738311831880700,255,78,47,33
1636738311831880700,323,74,38,38
1636738311941251700,384,267,141,200
1636738311941251700,35,155,116,277
1636738311941251700,322,73,40,39
1636738311941251700,255,79,47,32
1636738312050622500,391,268,131,201
1636738312050622500,46,183,112,248
1636738312050622500,322,73,40,39
1636738312050622500,255,79,47,32
1636738312159993200,393,269,125,205
1636738312159993200,17,131,106,245
1636738312159993200,47,152,105,274
1636738312159993200,323,74,38,38
1636738312159993200,255,79,47,32
1636738312269365100,24,148,82,255
1636738312269365100,406,268,109,204
1636738312269365100,129,179,109,271
1636738312269365100,386,289,49,163
1636738312269365100,255,78,47,33
1636738312269365100,326,74,35,38
1636738312659975600,24,150,83,263
1636738312659975600,135,171,107,272
1636738312659975600,405,266,111,206
1636738312659975600,386,289,50,163
1636738312659975600,325,73,37,39
1636738312659975600,256,78,44,33
1636738312769346500,393,268,128,205
1636738312769346500,27,155,82,274
1636738312769346500,140,163,104,270
1636738312769346500,255,79,48,32
1636738312769346500,386,289,50,164
1636738312769346500,326,74,35,38
1636738312878717900,396,266,124,197
1636738312878717900,148,159,103,274
1636738312878717900,27,152,83,284
1636738312878717900,255,79,48,32
1636738312878717900,326,74,35,38
1636738312878717900,385,292,52,161
1636738312988090700,162,162,109,260
1636738312988090700,387,265,135,196
1636738312988090700,26,162,82,275
1636738312988090700,330,73,33,39
1636738312988090700,385,287,56,163
1636738313097461500,172,162,121,250
1636738313097461500,390,264,135,198
1636738313097461500,28,166,90,268
1636738313206833100,198,152,105,265
1636738313206833100,390,263,138,200
1636738313206833100,36,164,93,262
1636738313316205500,206,148,105,272
1636738313316205500,387,264,141,198
1636738313316205500,44,168,107,263
1636738313425575400,386,263,141,200
1636738313425575400,222,144,108,278
1636738313425575400,51,171,110,261
1636738313534948300,239,145,107,273
1636738313534948300,386,259,140,204
1636738313534948300,67,170,92,261
1636738313644318400,249,144,98,266
1636738313644318400,386,258,140,206
1636738313644318400,78,172,82,261
1636738313753690500,261,146,94,265
1636738313753690500,386,257,139,206
1636738313753690500,92,149,77,282
1636738313863063000,269,147,100,266
1636738313863063000,383,259,142,202
1636738313863063000,101,168,79,274
1636738313972433400,384,260,142,201
1636738313972433400,286,141,87,270
1636738313972433400,110,167,82,276
1636738314081803300,299,146,96,268
1636738314081803300,385,261,140,201
1636738314081803300,124,163,103,276
1636738314191173800,384,260,141,198
1636738314191173800,306,148,95,261
1636738314191173800,139,164,87,255
1636738314191173800,329,70,38,40
1636738314300544900,380,263,150,192
1636738314300544900,310,138,98,267
1636738314300544900,330,72,33,40
1636738314300544900,151,150,83,290
1636738314409917600,380,259,149,203
1636738314409917600,326,131,83,267
1636738314409917600,160,158,79,270
1636738314409917600,330,72,33,40
1636738314519289700,378,260,153,206
1636738314519289700,328,132,84,266
1636738314519289700,330,72,33,40
1636738314519289700,168,152,68,243
1636738314628662100,375,262,159,200
1636738314628662100,335,135,79,235
1636738314628662100,181,152,83,258
1636738314628662100,330,72,33,40
1636738314738033100,381,261,150,206
1636738314738033100,192,155,102,247
1636738314738033100,338,133,78,230
1636738314738033100,330,72,33,40
1636738314847404100,380,264,150,203
1636738314847404100,207,140,92,254
1636738314847404100,336,135,84,247
1636738314847404100,331,73,33,38
1636738314956775100,380,262,151,205
1636738314956775100,216,136,78,277
1636738314956775100,337,130,84,243
1636738314956775100,332,74,30,38
1636738315066147600,380,262,149,206
1636738315066147600,222,133,73,272
1636738315066147600,336,128,87,249
1636738315066147600,332,75,29,37
1636738315175516100,225,136,76,274
1636738315175516100,369,264,159,195
1636738315175516100,333,131,87,214
1636738315175516100,329,72,32,40
1636738315284889400,232,128,70,269
1636738315284889400,375,271,156,188
1636738315284889400,333,136,85,219
1636738315284889400,331,73,31,39
1636738315394259700,236,129,71,272
1636738315394259700,377,270,153,185
1636738315394259700,331,133,86,226
1636738315394259700,331,73,32,39
1636738315503632200,246,128,64,277
1636738315503632200,379,271,146,186
1636738315503632200,325,133,92,210
1636738315503632200,316,73,46,40
1636738315613004600,244,132,72,271
1636738315613004600,329,129,101,239
1636738315613004600,381,272,143,181
1636738315613004600,315,72,47,41
1636738315722372800,247,132,87,280
1636738315722372800,332,133,102,246
1636738315722372800,378,272,145,181
1636738315722372800,315,72,46,42
1636738315831747000,334,135,105,243
1636738315831747000,247,136,89,270
1636738315831747000,380,272,143,180
1636738315831747000,321,72,42,41
1636738315941118100,331,133,110,243
1636738315941118100,251,131,89,278
1636738315941118100,380,271,144,180
1636738315941118100,322,72,41,41
1636738316050488300,251,137,100,270
1636738316050488300,333,135,109,247
1636738316050488300,383,270,139,180
1636738316050488300,323,72,40,41
1636738316159860900,248,131,109,274
1636738316159860900,384,266,137,182
1636738316159860900,335,134,108,254
1636738316159860900,324,72,38,41
1636738316269232400,249,125,111,281
1636738316269232400,386,266,136,183
1636738316269232400,340,138,101,246
1636738316269232400,324,72,40,41
1636738316378602800,384,266,139,179
1636738316378602800,341,138,101,236
1636738316378602800,250,128,115,277
1636738316378602800,324,72,38,40
1636738316487974300,365,269,163,180
1636738316487974300,341,134,102,236
1636738316487974300,250,126,111,277
1636738316487974300,324,71,38,42
1636738316597344800,352,270,177,179
1636738316597344800,252,126,105,281
1636738316597344800,342,134,101,240
1636738316597344800,331,74,31,38
1636738316706715900,253,128,105,277
1636738316706715900,352,265,179,183
1636738316706715900,341,134,102,247
1636738316706715900,329,72,34,40
1636738316816088000,253,128,104,275
1636738316816088000,356,263,175,185
1636738316816088000,340,133,101,173
1636738316816088000,329,72,34,40
1636738316925460600,360,261,171,188
1636738316925460600,256,128,95,276
1636738316925460600,337,132,104,263
1636738316925460600,328,72,34,40
1636738317034833000,256,125,86,278
1636738317034833000,340,135,101,247
1636738317034833000,376,265,154,182
1636738317034833000,328,72,34,40
1636738317144202700,260,122,78,279
1636738317144202700,393,257,126,196
1636738317144202700,343,136,97,255
1636738317144202700,325,73,37,39
1636738317144202700,256,76,42,34
1636738317253572000,259,123,78,278
1636738317253572000,342,134,99,258
1636738317253572000,390,260,130,191
1636738317253572000,325,73,37,39
1636738317253572000,256,76,41,35
1636738317362943300,258,118,78,284
1636738317362943300,343,132,97,263
1636738317362943300,390,260,129,194
1636738317362943300,325,72,37,39
1636738317362943300,256,76,37,34
1636738317472315400,256,124,86,279
1636738317472315400,388,258,132,200
1636738317472315400,344,140,104,208
1636738317472315400,336,73,28,39
1636738317581687700,254,122,87,281
1636738317581687700,342,137,103,242
1636738317581687700,389,260,130,195
1636738317581687700,256,78,36,32
1636738317581687700,329,74,33,38
1636738317691058200,342,134,103,251
1636738317691058200,251,121,90,284
1636738317691058200,384,261,133,194
1636738317691058200,256,77,36,33
1636738317691058200,329,74,33,38
1636738317800429300,248,115,91,285
1636738317800429300,342,132,103,257
1636738317800429300,385,262,129,195
1636738317800429300,256,77,36,33
1636738317800429300,328,74,34,38
1636738317909803100,242,118,96,281
1636738317909803100,373,262,150,188
1636738317909803100,342,133,103,257
1636738317909803100,330,75,32,37
1636738318019174400,241,122,99,276
1636738318019174400,342,133,102,249
1636738318019174400,381,256,145,203
1636738318019174400,329,75,33,37
1636738318128545100,239,122,98,275
1636738318128545100,342,133,102,248
1636738318128545100,383,265,144,195
1636738318128545100,329,75,33,37
1636738318237913400,236,129,94,269
1636738318237913400,343,132,101,250
1636738318237913400,372,264,155,200
1636738318237913400,330,75,32,37
1636738318237913400,256,79,36,31
1636738318347286400,232,130,95,268
1636738318347286400,343,131,100,245
1636738318347286400,370,266,159,192
1636738318347286400,330,75,32,37
1636738318347286400,256,78,37,32
1636738318456658600,231,129,93,269
1636738318456658600,343,132,101,242
1636738318456658600,371,263,163,187
1636738318456658600,331,74,31,38
1636738318456658600,256,78,37,32
1636738318566027400,226,127,98,273
1636738318566027400,370,262,173,187
1636738318566027400,343,131,101,243
1636738318566027400,331,74,31,38
1636738318566027400,255,78,38,32
1636738318675398500,230,131,93,268
1636738318675398500,374,262,175,186
1636738318675398500,343,132,101,244
1636738318675398500,331,74,31,38
1636738318675398500,255,78,38,32
1636738318784772900,229,134,92,263
1636738318784772900,343,133,103,258
1636738318784772900,374,268,162,179
1636738318784772900,331,74,31,38
1636738318784772900,255,78,38,32
1636738318894143900,229,134,92,264
1636738318894143900,343,133,104,274
1636738318894143900,373,272,153,175
1636738318894143900,255,78,38,32
1636738318894143900,333,74,29,38
1636738319003512300,228,134,90,263
1636738319003512300,343,131,101,270
1636738319003512300,376,270,144,177
1636738319003512300,255,78,38,32
1636738319003512300,333,74,29,38
1636738319112884500,226,139,93,259
1636738319112884500,343,132,100,262
1636738319112884500,365,276,157,170
1636738319112884500,255,78,38,32
1636738319112884500,332,74,30,38
1636738319222259300,226,137,93,262
1636738319222259300,342,131,101,263
1636738319222259300,369,284,146,165
1636738319222259300,256,78,37,32
1636738319222259300,332,74,30,38
1636738319331627800,227,138,92,261
1636738319331627800,343,133,102,276
1636738319331627800,359,293,161,153
1636738319331627800,256,78,36,32
1636738319331627800,332,74,30,38
1636738319441000500,226,136,92,265
1636738319441000500,343,131,103,290
1636738319441000500,333,74,29,38
1636738319441000500,256,78,37,32
1636738319441000500,354,295,159,153
1636738319550372100,224,136,95,263
1636738319550372100,343,131,103,294
1636738319550372100,333,74,29,38
1636738319550372100,256,78,37,32
1636738319550372100,360,294,152,158
1636738319659745500,226,136,93,262
1636738319659745500,344,133,102,256
1636738319659745500,327,72,36,40
1636738319659745500,257,82,32,28
1636738319659745500,355,198,141,241
1636738319769112500,228,137,92,261
1636738319769112500,344,133,102,256
1636738319769112500,327,72,36,40
1636738319769112500,256,81,34,29
1636738319769112500,367,289,131,162
1636738319769112500,353,177,139,263
1636738319878485900,229,133,92,265
1636738319878485900,344,133,102,261
1636738319878485900,327,72,36,40
1636738319878485900,366,292,131,159
1636738319878485900,257,81,33,29
1636738319878485900,355,188,132,253
1636738319987857200,229,137,93,261
1636738319987857200,344,132,102,253
1636738319987857200,327,72,36,40
1636738319987857200,364,279,131,174
1636738319987857200,257,81,33,29
1636738320097226300,231,139,90,259
1636738320097226300,344,134,106,268
1636738320097226300,327,71,36,41
1636738320097226300,257,79,34,31
1636738320206598700,231,140,91,258
1636738320206598700,344,133,103,259
1636738320206598700,327,72,36,40
1636738320206598700,256,79,35,31
1636738320206598700,351,167,139,278
1636738320315972200,234,137,89,259
1636738320315972200,344,133,100,253
1636738320315972200,327,72,36,40
1636738320315972200,359,267,129,187
1636738320315972200,256,79,35,31
1636738320425342800,233,138,90,259
1636738320425342800,344,133,100,255
1636738320425342800,327,72,36,40
1636738320425342800,257,79,34,31
1636738320425342800,359,270,128,184
1636738320534713200,232,139,90,259
1636738320534713200,344,133,99,260
1636738320534713200,327,72,36,40
1636738320534713200,257,79,34,31
1636738320534713200,357,276,129,180
1636738320644085800,231,137,92,261
1636738320644085800,343,133,99,252
1636738320644085800,327,72,36,40
1636738320644085800,256,79,35,31
1636738320644085800,357,271,128,185
1636738320753455600,230,137,93,260
1636738320753455600,344,132,97,251
1636738320753455600,327,72,36,40
1636738320753455600,257,79,34,31
1636738320753455600,359,272,128,182
1636738320862825300,230,139,93,259
1636738320862825300,344,131,100,257
1636738320862825300,327,72,36,40
1636738320862825300,257,79,34,31
1636738320862825300,357,281,134,173
1636738320972198400,231,140,92,257
1636738320972198400,345,132,94,241
1636738320972198400,360,270,147,180
1636738320972198400,327,72,36,40
1636738320972198400,257,79,34,31
1636738321081570800,230,140,93,258
1636738321081570800,344,133,97,252
1636738321081570800,327,72,36,40
1636738321081570800,359,230,150,212
1636738321081570800,257,79,34,31
1636738321190942400,231,139,92,259
1636738321190942400,344,133,98,250
1636738321190942400,371,266,145,187
1636738321190942400,327,72,36,40
1636738321190942400,256,78,35,32
1636738321300313800,231,141,92,257
1636738321300313800,344,133,96,249
1636738321300313800,370,263,144,187
1636738321300313800,326,72,37,40
1636738321300313800,256,78,35,32
1636738321409682800,231,140,92,258
1636738321409682800,344,132,96,248
1636738321409682800,371,263,144,189
1636738321409682800,326,72,37,40
1636738321409682800,256,78,35,32
1636738321519054800,231,141,91,257
1636738321519054800,370,265,148,193
1636738321519054800,345,134,94,251
1636738321519054800,326,72,36,40
1636738321519054800,256,78,35,32
1636738321628425700,232,142,90,256
1636738321628425700,345,136,94,241
1636738321628425700,380,265,134,192
1636738321628425700,326,72,36,40
1636738321628425700,256,78,35,32
1636738321737797500,232,144,89,258
1636738321737797500,342,133,98,260
1636738321737797500,379,261,136,201
1636738321737797500,326,72,38,40
1636738321847168500,231,141,90,260
1636738321847168500,345,134,94,243
1636738321847168500,382,263,133,193
1636738321847168500,323,72,40,40
1636738321847168500,256,76,41,35
1636738321956541200,232,143,89,257
1636738321956541200,344,133,97,244
1636738321956541200,382,268,136,188
1636738321956541200,326,72,37,40
1636738321956541200,256,76,41,35
1636738322065910500,232,143,89,255
1636738322065910500,345,133,95,245
1636738322065910500,385,264,133,192
1636738322065910500,326,72,37,40
1636738322065910500,256,76,41,35
1636738322175285200,232,139,89,261
1636738322175285200,345,132,96,245
1636738322175285200,385,265,133,190
1636738322175285200,326,72,37,40
1636738322175285200,256,76,41,35
1636738322284656600,233,137,89,263
1636738322284656600,344,133,97,245
1636738322284656600,384,266,134,189
1636738322284656600,326,72,37,40
1636738322284656600,256,76,41,34
1636738322394024000,232,135,91,265
1636738322394024000,344,132,97,246
1636738322394024000,386,263,130,192
1636738322394024000,325,72,37,40
1636738322394024000,256,76,41,34
1636738322503398800,234,136,88,263
1636738322503398800,344,132,97,246
1636738322503398800,385,262,133,193
1636738322503398800,325,72,37,40
1636738322503398800,256,76,41,35
1636738322612769600,234,138,88,259
1636738322612769600,344,133,98,245
1636738322612769600,383,261,133,193
1636738322612769600,326,73,36,39
1636738322612769600,256,76,41,35
1636738322722139400,235,137,86,260
1636738322722139400,344,133,97,249
1636738322722139400,381,260,134,194
1636738322722139400,326,73,36,39
1636738322722139400,256,76,42,34
1636738322831512300,235,135,86,263
1636738322831512300,344,133,97,249
1636738322831512300,381,260,135,194
1636738322831512300,326,73,36,39
1636738322831512300,256,76,42,35
1636738322940880700,235,136,88,263
1636738322940880700,344,133,97,248
1636738322940880700,383,260,133,195
1636738322940880700,326,73,36,39
1636738322940880700,256,76,42,34
1636738323050254400,229,135,98,263
1636738323050254400,344,134,97,250
1636738323050254400,387,260,129,195
1636738323050254400,324,73,38,39
1636738323050254400,256,76,42,34
1636738323159625500,229,136,96,262
1636738323159625500,343,133,99,251
1636738323159625500,386,260,130,194
1636738323159625500,324,73,38,39
1636738323159625500,256,76,42,34
1636738323268995700,233,134,92,264
1636738323268995700,343,133,99,251
1636738323268995700,387,261,131,188
1636738323268995700,324,73,38,39
1636738323268995700,256,76,42,34
1636738323378367500,236,134,88,265
1636738323378367500,343,132,99,251
1636738323378367500,385,258,131,194
1636738323378367500,327,73,35,39
1636738323378367500,256,76,44,35
1636738323487740400,239,136,86,263
1636738323487740400,343,133,99,248
1636738323487740400,386,259,131,194
1636738323487740400,327,73,35,39
1636738323487740400,256,75,44,36
1636738323597111500,239,136,85,262
1636738323597111500,343,132,99,252
1636738323597111500,386,262,133,186
1636738323597111500,326,74,35,38
1636738323597111500,256,75,44,36
1636738323706482700,241,133,84,264
1636738323706482700,344,132,98,250
1636738323706482700,386,261,132,186
1636738323706482700,324,73,38,39
1636738323706482700,256,75,44,36
1636738323815853300,242,133,88,264
1636738323815853300,385,257,133,197
1636738323815853300,344,133,95,238
1636738323815853300,328,75,35,37
1636738323815853300,256,79,41,31
1636738323925223200,248,134,79,262
1636738323925223200,344,133,95,241
1636738323925223200,387,257,130,195
1636738323925223200,257,79,39,31
1636738323925223200,329,74,33,38
1636738324034597800,249,133,81,263
1636738324034597800,343,136,101,233
1636738324034597800,386,262,132,184
1636738324034597800,325,74,37,38
1636738324034597800,257,79,41,31
1636738324143967900,249,131,81,265
1636738324143967900,386,258,131,197
1636738324143967900,342,134,102,235
1636738324143967900,323,74,38,39
1636738324143967900,257,79,41,31
1636738324253337300,250,132,80,264
1636738324253337300,384,260,133,196
1636738324253337300,342,135,102,233
1636738324253337300,322,74,39,38
1636738324253337300,257,79,41,31
1636738324362712200,249,134,76,260
1636738324362712200,384,258,133,197
1636738324362712200,344,134,96,244
1636738324362712200,326,75,36,38
1636738324362712200,257,79,41,31
1636738324472081600,248,133,78,263
1636738324472081600,384,257,134,198
1636738324472081600,344,134,96,240
1636738324472081600,324,75,37,38
1636738324472081600,257,79,41,31
1636738324581451700,247,132,80,266
1636738324581451700,383,257,134,200
1636738324581451700,342,135,103,232
1636738324581451700,323,76,38,35
1636738324581451700,257,79,41,31
1636738324690822700,242,131,83,267
1636738324690822700,341,134,104,233
1636738324690822700,386,261,131,199
1636738324690822700,257,79,39,32
1636738324690822700,324,76,37,35
1636738324800196000,240,133,82,264
1636738324800196000,343,134,96,238
1636738324800196000,384,257,134,200
1636738324800196000,257,79,39,32
1636738324800196000,324,76,37,35
1636738324909568600,238,136,83,262
1636738324909568600,343,134,97,244
1636738324909568600,389,261,128,204
1636738324909568600,257,79,39,32
1636738324909568600,324,76,37,35
1636738325018939300,238,133,83,264
1636738325018939300,343,132,98,247
1636738325018939300,389,261,130,205
1636738325018939300,257,79,39,32
1636738325018939300,324,76,37,35
1636738325128309900,238,134,83,262
1636738325128309900,343,135,98,252
1636738325128309900,394,262,126,206
1636738325128309900,257,79,39,32
1636738325128309900,324,76,37,35
1636738325237681700,237,135,83,261
1636738325237681700,343,134,99,252
1636738325237681700,390,261,131,208
1636738325237681700,257,79,39,32
1636738325237681700,324,76,37,35
1636738325393927200,238,135,82,261
1636738325393927200,343,134,99,258
1636738325393927200,397,264,126,204
1636738325393927200,257,79,40,32
1636738325393927200,317,75,45,37
1636738325503297500,238,135,82,261
1636738325503297500,343,134,99,259
1636738325503297500,400,267,122,202
1636738325503297500,256,78,41,33
1636738325503297500,316,75,46,37
1636738325612669200,237,135,82,262
1636738325612669200,343,133,98,265
1636738325612669200,404,270,118,197
1636738325612669200,256,78,41,33
1636738325612669200,324,74,37,38
1636738325722039800,237,136,81,261
1636738325722039800,343,132,98,258
1636738325722039800,397,268,127,197
1636738325722039800,324,74,37,38
1636738325722039800,257,79,40,31
1636738325831409200,236,133,82,265
1636738325831409200,343,133,98,247
1636738325831409200,385,267,137,193
1636738325831409200,256,78,41,33
1636738325831409200,326,74,35,38
1636738325940781600,236,133,83,266
1636738325940781600,343,134,98,250
1636738325940781600,384,268,137,190
1636738325940781600,332,74,31,38
1636738325940781600,255,77,44,34
1636738326050152100,237,138,82,259
1636738326050152100,384,264,136,193
1636738326050152100,344,135,93,244
1636738326050152100,327,74,35,38
1636738326050152100,256,78,41,33
1636738326159525200,238,139,82,258
1636738326159525200,344,134,93,246
1636738326159525200,384,263,136,193
1636738326159525200,327,74,35,38
1636738326159525200,256,78,41,33
1636738326268896800,238,138,82,260
1636738326268896800,344,134,93,246
1636738326268896800,382,263,138,192
1636738326268896800,327,74,35,38
1636738326268896800,256,78,40,33
1636738326378269500,237,135,83,265
1636738326378269500,344,133,93,247
1636738326378269500,380,262,139,193
1636738326378269500,330,74,32,38
1636738326378269500,256,78,39,33
1636738326487641100,238,133,87,267
1636738326487641100,344,132,94,253
1636738326487641100,380,262,140,193
1636738326487641100,329,73,33,39
1636738326487641100,256,78,38,33
1636738326597011200,239,133,89,267
1636738326597011200,344,133,94,249
1636738326597011200,382,262,137,193
1636738326597011200,327,73,35,39
1636738326597011200,256,78,39,33
1636738326706382800,239,133,89,265
1636738326706382800,343,134,95,248
1636738326706382800,381,261,138,188
1636738326706382800,327,75,35,37
1636738326706382800,256,77,39,34
1636738326815753800,240,134,85,263
1636738326815753800,343,135,95,243
1636738326815753800,381,260,137,190
1636738326815753800,329,73,33,39
1636738326815753800,256,77,39,34
1636738326925124700,239,134,86,262
1636738326925124700,343,135,95,244
1636738326925124700,382,260,136,190
